event_id;booking_id;registration_type;email;registered_date;attendance;liste;køn
3668585;2637602;in-person;1d4f59f722639d69f8b183cdbf9754b2;2021-01-13T14:13:07+01:00;yes;deltager;NA
3668585;2740310;in-person;5dc097c80ee936e1bb3b8bb7c0b6e411;2021-02-22T14:15:02+01:00;yes;deltager;NA
3668585;2750033;in-person;2cc46ba96b67b3d52f04a9fabc0cc9c4;2021-02-25T15:00:10+01:00;yes;deltager;NA
3668585;2750261;in-person;c6e71c2a1ddac89f2383da64dea645e8;2021-02-25T16:23:22+01:00;yes;deltager;NA
3667043;2629554;in-person;bdf746708e4cdc51ce259ce670666c5b;2021-01-09T01:17:01+01:00;-;deltager;NA
3667043;2631273;in-person;d350df62f931d6595e2d5b9b9398b0a8;2021-01-11T00:04:38+01:00;-;deltager;NA
3667043;2631472;in-person;8e36300352b62103af40c6061686b13c;2021-01-11T09:52:53+01:00;-;deltager;NA
3667043;2634219;in-person;f7f79c1326fca5550813bba94e833016;2021-01-12T11:09:36+01:00;-;deltager;NA
3667043;2634965;in-person;9320718f2e7cf4dac2658a7bd41924d3;2021-01-12T14:46:49+01:00;-;deltager;NA
3667043;2635126;in-person;89798a3369e3c9e70f66682815b6297e;2021-01-12T15:50:41+01:00;-;deltager;NA
3667043;2635427;in-person;90b444a617b17de5484c1bb02bb0d1a1;2021-01-12T17:15:10+01:00;-;deltager;NA
3667043;2764108;in-person;2c53c6a26bb45061d37bdd7cb4863dba;2021-01-13T09:36:29+01:00;-;deltager;NA
3667043;2764330;in-person;f16d1a90f389a4e9921410b4bfb5eb03;2021-01-17T19:22:41+01:00;-;deltager;NA
3667043;2764476;in-person;768d151cc344e8bca385e1b8ea37eee4;2021-01-19T14:06:26+01:00;-;deltager;NA
3667043;245182;in-person;7fca8d9cfa4ebd5c3059ade0c810fba0;2021-01-19T15:55:38+01:00;-;venteliste;NA
3667043;245837;in-person;48f3733ee6708ac1170ce6b1039814ae;2021-01-28T12:51:43+01:00;-;venteliste;NA
3667043;245943;in-person;789b6c17aca6703a702574cbee7ee1d6;2021-01-29T13:23:41+01:00;-;venteliste;NA
3667043;246002;in-person;47fde7de2914687ff6009a18b95a017c;2021-01-31T11:07:15+01:00;-;venteliste;NA
3667043;246139;in-person;96f5b32e1327947c7b50320c3a0b1afa;2021-02-01T17:46:26+01:00;-;venteliste;NA
3667043;246257;in-person;7b28525c40dee6c3bf21b73fcc37918b;2021-02-03T08:56:03+01:00;-;venteliste;NA
3667043;247236;in-person;5af26a90bcbafe897a515f78d08ebacb;2021-02-13T00:06:45+01:00;-;venteliste;NA
3667043;247380;in-person;563fe33e06f049264a20fe901db3af2c;2021-02-15T14:18:53+01:00;-;venteliste;NA
3667043;247405;in-person;61e8bc2f1230b7413ed185f2e9bb0b29;2021-02-15T17:20:08+01:00;-;venteliste;NA
3667043;247723;in-person;6988a31bbc8d92a715e2b1c89a399a55;2021-02-18T12:00:34+01:00;-;venteliste;NA
3667043;247839;in-person;a6c0c61674782737e4e696acce039fd1;2021-02-19T14:51:45+01:00;-;venteliste;NA
3667043;247847;in-person;b5d1964e999d03fd84ae6fcbf487c008;2021-02-19T17:24:19+01:00;-;venteliste;NA
