id;title;allday;start;end;description;url_public;url_admin;location_id;location_type;location_name;campus_id;campus_name;category_1;owner_id;owner_name;presenter;calendar_id;calendar_name;calendar_public;calendar_admin;registration;color;featured_image;more_info;setup_time;teardown_time
3321019;Pi dag 2018;FALSE;2018-03-14T11:30:00Z;2018-03-14T13:30:00Z;"<p><span style=""font-family: Arial, Helvetica, Verdana; font-size: 12px; background-color: rgb(245, 245, 245);""></span><font style=""background-color: rgb(245, 245, 245);"">KUB Nord&#39;s Datalab fejrer den internationale Pi-dag, der hvert &aring;r fejres p&aring; denne dato.</font></p>

<p><span class=""st""><em><strong><font color=""#6a6a6a"">Pi</font></strong></em>-<em><strong><font color=""#6a6a6a"">dag</font></strong></em> (Pi Day) er (nok mest i universitetsmilj&oslash;er) en m&aelig;rkedag for den matematiske konstant Pi, bestemt ud fra konstantens tre f&oslash;rste cifre 3,14. S&aring;ledes er <em><strong><font color=""#6a6a6a"">Pi</font></strong></em>-<em><strong><font color=""#6a6a6a"">dag</font></strong></em> fastsat til 3/14 (mm/dd), alts&aring; 14. marts.</span></p>";https://kubkalender.kb.dk/event/3321019;https://kubkalender.kb.dk/aevent.php?c=6416&m=edit&event_id=3321019;4360;0;KUB Nord: Data Lab;41;KUB Nord - Natur og Sundhedsvidenskab, Nørre Allé 49, 2200 København N;NA;16332;Christian Knudsen;Christian Knudsen;6416;KUB Datalab;https://kubkalender.kb.dk/calendar/datalab;https://kubkalender.kb.dk/admin/calendar/6416;FALSE;#60B03D;//lcimages-eu.s3.amazonaws.com/data/feat_img/1069/56/1516193911.jpg;NA;0;0
